esportes	A maior torcida de SC para o maior clube de SC - Joinville Esporte Clube http://t.co/dojKgZZTMv
esportes	Amanhã e um dia histórico p o esporte brasileiro. A Under Armour entra no Brasil. E e através do SPFC. Em 12.03.14, recebia Kevin Plank.
esportes	Final do Gauchao. Principal produto de esporte da empresa. E Bate Bola é de showroom de edifício em Canoas. Ridículo! http://t.co/WUCJQjcTaV
esportes	@arlenet10 gostar de outro esporte, que tenha menos torcedores, e quem ganha, ngm fica tirando sarro
esportes	Jec nasceu campeão,nasceu,com a taça na mão  @ Arena Joinville Esporte Clube https://t.co/cZB3PRa3to
esportes	E não a força que derrube o nosso glorioso Joinville Esporte Clube !  @ Arena Joinville https://t.co/3A6woxX3A0
esportes	Não venha me dizer que É SÓ FUTEBOL... Isso vai muito além de um esporte qualquer. Isso mexe com https://t.co/YLsviv1aKN
esportes	Gostaria de parabenizar o Joinville Esporte Clube pela conquista do campeonato catarinense!!! Mas https://t.co/AU32fIrqK0
esportes	No Santos pratica-se o esporte, com dignidade e com fervor, seja qual for a sua sorte, de vencido ou https://t.co/vGoSASVgA7
esportes	Se o futebol não fosse um esporte espetacular, já teria acabado aqui no Brasil, pelo o que acontece fora das quatro linhas.
esportes	Resumo do fim de semana; Patinaçao , Meu esporte preferido!!!  . Assim como a corrida, andar de https://t.co/C29cwwuIhD
esportes	@moniqueduarda e não são só os torcedores,  a mídia também, só espero o globo esporte amanhã, triste realidade
esportes	RT @Celabeatriz0: Futebol é um esporte q depende de mt sorte também na moral...
esportes	É de arrepiar, toda essa trajetória merecia o título, Joinville Esporte Clube campeão Catarinense de https://t.co/lZ0KLhf7gl
esportes	Meu amor pelo esporte é maior que qualquer rivalidade ridícula
esportes	RT @blowssophia: Muito amor em uma só foto.  @ Arena Joinville Esporte Clube https://t.co/28DVHBxxch
esportes	No esporte , o que importa no fim são os resultados . Aí está o kit de terceiro lugar no CDI 3* de https://t.co/tQtAz0NwWC
esportes	Final da Copa do Mundo de Ginástica! Ouro para o Brasil!!! #CaixaGinastica #Ginástica #Esporte @ https://t.co/CN5e7sFbmh
esportes	@_GaaBorges @biellplacido eu gosto do esporte em geral, mas futebol é amor demais
esportes	Muito amor em uma só foto.  @ Arena Joinville Esporte Clube https://t.co/28DVHBxxch
esportes	Domingo feliz é quando a TV tá cheia de esporte - ginástica,  NBA, final do Paulista e do Carioca.
esportes	Um entre um milhão torcida e tradição  Goiás Esporte Clube  1943  http://t.co/sNl6nZTyVZ
esportes	#BoaTarde hoje é um ótimo dia pra praticar uma atividade física A #LCA apoia o #esporte. #Domingo https://t.co/V5UesWawVC
esportes	Bate a saudade de estar perto do pai agora, pra ver Esporte Espetacular com ele, almoçar e ver o Santos ganhar
esportes	Eu fico frio com muita coisa, mas toda e qualquer historia ligada ao esporte me derruba mano
esportes	Lagrimas heteras com essa mina que ta passando no globo esporte
esportes	linda essa história do Globo Esporte! 
esportes	KAKA AGORA NO ESPORTE ESPETACULAR. NINGUEM SAIIIIII
esportes	Gre-Nal testa 'clima de Copa do Mundo' em final e reforça exemplo positivo http://t.co/l1FOg8Q0u0 @UOL
esportes	Cheguei do Museu do Futebol, todo amante do esporte bretão mais brasileiro do mundo kkk, show de bola
esportes	Coisas que minha família não perde em esporte: Ginastica Artistica e Olimpiadas de Inverno
esportes	"Mais um treino de MMSS de domingo concluído com sucesso!!! ""Meu esporte eu carrego na veia""  https://t.co/plSDmav9QA"
esportes	Numa outra vida eu só posso ter sido ginasta porque não é normal meu amor pelo esporte
esportes	Novo esporte: ciclismo! A caminho do Plano para encontrar os amigos. Vamos?  @ Feira do Guará https://t.co/YkN2ZptUXY
esportes	Já estamos na Arena @ Arena Joinville Esporte Clube https://t.co/RHfsumBAp7
esportes	Hoje eu posso dizer que foi o dia da superação no esporte, vlw cada km, vlw muito o apoio Erika https://t.co/VG1gNV2dzs
esportes	Hoje eu posso dizer que foi o dia da superação no esporte, vlw cada km, vlw muito o apoio Erika https://t.co/MVKb6jBtnJ
esportes	Se o #Palmeiras for campeão será ótimo!!! Se não for, paciência. Lembrem-se derrota faz parte do esporte..
esportes	RT @GEORGEHILTON10: Ministro do Esporte entregará taça ao campeão mineiro de futebol em Varginha (MG)  O ministro do https://t.co/5G9miAin
esportes	Ministro do Esporte entregará taça ao campeão mineiro de futebol em Varginha (MG)  O ministro do https://t.co/5G9miAinUq
esportes	Menos, bem menos. Vcs nem curte boxe, pode falar. Eu pelo menos tenho a dignidade de ficar quietinho sobre esporte que não conheço
esportes	Acho engraçado, nunca vi um puto comentando boxe, falando necas do esporte. Ontem todo mundo podia afirmar categoricamente que foi roubo?
esportes	Nunca vou entender outro esporte a não ser o Futebol. Hahahahahaha
esportes	@IgorSaiene ah mano, nao tem como. É alem de gostar do esporte, sei la, rivalidade mesmo. Nao consigo gostar.
esportes	Tenho pena de quem não gosta de basquete, esse esporte é incrível!
esportes	RT @pedro_rhormes: Não é por nada que chamam de luta do século! Mayweather 47-0, Pacquiao 56-5-2. Duas lendas do esporte @canalCombate  #Ma
esportes	Não é por nada que chamam de luta do século! Mayweather 47-0, Pacquiao 56-5-2. Duas lendas do esporte @canalCombate  #MayPacnoCombate
esportes	Quem me conhece sabe q sou ex-ginasta e o qto amooo esse esporte! Esse fds minha torcida está sendo https://t.co/j16XZiGUM5
esportes	Ministério de Esporte Fé em Ação Projeto Esporte e Ação Aulas Ministradas:  Muay Thai  https://t.co/uoVbkc2bCD
esportes	RT @Cuiabano_Lima: #depoimento da dupla  @jadsejadson #jadsejason jadspaulo sobre o esporte #rodeio #rodeioemtouros https://t.co/V6fwqZ54Pc
esportes	Mais uma obra entregue para a população brasileira. Com recursos do Ministério do Esporte entregamos https://t.co/2Pos7GpOQN
esportes	@TozzaFla @HernaneCRF mas já tem gente da esporte interativo achando errado incluir times de fora da região
esportes	#depoimento da dupla  @jadsejadson #jadsejason jadspaulo sobre o esporte #rodeio #rodeioemtouros https://t.co/V6fwqZ54Pc
esportes	Parabéns aos meus colegas de esporte de Sampa!!! Campeões juvenil do Brasileiro de Seleções sub20 
esportes	Tô tão sem o que fazer que eu tô vendo copa do nordeste no esporte interativo
esportes	LIGA É AQUI LIGA NO EI, esporte interativo melhor canal de esportes do mundo #EntrandoNasFinais
esportes	Ministro do Esporte participa logo mais em Alfenas no Sul de Minas de cerimônia de reinauguração do https://t.co/OHmVxlfFSr
esportes	Copa do Mundo de Ginástica Artística (´*) #ga #esporte #sport #ginasiodoibirapuera https://t.co/uW8ujzIoft
esportes	Globo Esporte começou o programa mostrando a torcida do Palmeiras comemorando o gol do Santos kk
esportes	Hoje vai rolar um esporte até o SOL ir dormir. #sol #tarde #feriado #picnic #hípica #folowme #esporte https://t.co/iH9OBBswFn
esportes	Só assim pra eu acordar cedo @nataliacasemiro  #villalobos #patins #roller #fun #esporte  @ https://t.co/zQNx1mPgey
esportes	Treino com irmão @1hnrke ....esporte é muito bom vem com a gente .... @ Team Nogueira Recreio https://t.co/L0nP6mR1vf
esportes	Sem dúvida o melhor time, do melhor esporte!  #basquete #melhortime #melhoresdias https://t.co/4OKFVrSKXZ
esportes	RT @jbelmonte13: Parabéns ESPORTE CLUBE NOVO HAMBURGO! Tens tradição e muita história nos teus 104 anos! Tu me mostrou https://t.co/vZYb8p
esportes	"RedeTV! define estreias de Super Faixa do Esporte"" e ""E-Games""; confira http://t.co/4adU5sNkEi"""
esportes	Sexta atarde com os parceros arrancada ECPA !! @ ECPA - Esporte Clube Piracicabano De Automobilismo https://t.co/bCTalekpKk
esportes	#skateboard #bikecross em indaiatuba mto esporte top @ Parque Ecológico de Indaiatuba https://t.co/Xnn8ZTFTDg
esportes	Haaaaa hj é dia de esporte hahahahha #wake !!! #wakeboard enquanto o @zanetao treina na agua eu https://t.co/QO1ui9fYlK
esportes	Pior noticia do ano pra mim:esporte interativo tera exclusividade nas transmissões da champions,que merda!!
esportes	Três coisas que eu queria ter visto no esporte, Pelé jogando no Santos, Ayrton Senna correndo e Maycon Jordan dando seus saltos.
esportes	Veloz,mas nada furiosa  @ Kart Center Esporte e Lazer https://t.co/RS6TV76HcE
esportes	@gdesa14 Muito importante essa integração, bom p esporte, bom p crianças, já q p futuro está nas mãos delas...show!
esportes	#instacollage No início da primavera no Libano, você pratica esporte na neve  e na praia  no https://t.co/eQkcqYhf49
esportes	Parabéns ESPORTE CLUBE NOVO HAMBURGO! Tens tradição e muita história nos teus 104 anos! Tu me mostrou https://t.co/vZYb8peCT4
esportes	Ministério do Esporte e CBC beneficia clubes de Porto Alegre  Os clubes gaúchos Grêmio Náutico https://t.co/DP1aGdQY9E
esportes	Finalistas dominam seleção do Paulista; SP é ignorado e Oliveira é o craque via @UOLEsporte @UOL  http://t.co/q43JRNu8zR
esportes	@CurtiESPN: Ué, mas não disseram que o LeBron James é pipoqueiro? gente que não manja do esporte, vê um lance e fala merda
esportes	Descobrindo novos guerreiros, treinando e competindo com amigos, assim evoluímos no esporte. Parabéns https://t.co/YbUUHty5Ho
esportes	'Esporte Espetacular' encontra-se neste momento como Assunto do Momento (10). Mais tendências http://t.co/MffVmqH2oJ http://t.co/zMtw7YxVUO
esportes	Quem leva o esporte a serio com raça e determinação, não abandona os treinos no final de semana! https://t.co/GPasH4W9aa
esportes	Que matéria maravilhosa do Esporte Espetacular sobre a Liga dos Campeões!!!!
esportes	materia sensacional do esporte espetacular sobre a ucl. grandes campeoes. mas nao vi o chelsea ali
esportes	Fantástico a primeira parte da matéria dos 60 anos da UCL no Esporte Espetacular
esportes	Muito pika essa matéria do esporte espetacular falando sobre a champions league
esportes	Esporte espetacular ta pesado com essa materia
esportes	6 meses depois, hora de comparar resultados ao lado de grandes nomes do esporte! #StayFocused https://t.co/nMtUAqirXb
esportes	O Esporte da Mente! #Poker #EstiloMafioso #Sábadão #AllIn @ Las Vegas da Leste https://t.co/CISIvlTy8V
esportes	Esses jogos de domingo de manhã vão passar no esporte espetacular tipo torneio de futsal?
esportes	De dúvida a artilheiro, Ricardo Oliveira começa a pagar dívida com o Santos http://t.co/CTJMvtwR6G via @igesporte
esportes	Vice-artilheiro em São Paulo já foi pedreiro e era chamado de Neymar no Piauí http://t.co/rAudsLtoPb via @igesporte
esportes	Mais nova sócia do interminhavida #inter #interminhavida #scinternacional @ Esporte Clube Internacional https://t.co/p5IQnGiw8O
esportes	Já já no Super Faixa do Esporte. Ao vivo, agora, na RedeTV! #xfc #redetv #xfcmma #xfcnarederv https://t.co/NFQfiYrgLH
esportes	Campeonato Gonçalense de natação no Clube Mauá. Mateus Soares em primeiro lugar.  #esporte #saúde https://t.co/Pw9QNqhHmn
esportes	@folha: Somos mais avançados que os técnicos estrangeiros, diz Luxemburgo http://t.co/vtkXrsoxCb http://t.co/WeU3ha7RQ0 e mais engraçado
esportes	Basquete  é um esporte muito foda! Só perde pro futebol
esportes	Dragão atlético goianiense apesar de jogar mal,e desentrosado, começa com pé direito a série B,ganhou de 1x0 do Boa esporte Mineiro
esportes	#nafita #slackline Se é um #esporte eu tô dentro! Nada de corda bamba! Que venha o #skate #surf https://t.co/OIh7cLl52Q
esportes	"#hullks - Judô Kids - ""São princípios e disciplinas do esporte que os pequenos vão levar para o resto https://t.co/A2IGZIrDuH"
esportes	Porque o princípio do esporte é ser lúdico.... Snatch sincronizado! silviarmr7 gisellepersonal @ https://t.co/6PkJ32bE8N
esportes	Daqui a pouco no Globo Esporte, jogadores do @cuiabaec falam sobre o título da @sigacopaverde 2015. https://t.co/e5o0mHCPOf
esportes	#batebolabr15ninguém vai falar do campeão da copa Verde Cuiabá esporte clube? ????
esportes	RT @Geovane92: Fim De mais um dia de Trabalho !  @ Mogi Mirim Esporte Clube https://t.co/2DxrU2IMu7
esportes	Noticia do grêmio no globo esporte, mamute de aniversa... Mas vai se fuder esse nego arrombado
esportes	RT @CuiabaEC: Nós acreditamos e fomos campeão. Cuiabá Esporte Clube campeão da @sigacopaverde 2015.  Copa Sul https://t.co/6lL4jU72go
esportes	Não importe qual seja o esporte, o importante é praticar ! #mundoforte #soumundoforte tenho #saude https://t.co/X9Fsjlv4N8
esportes	Bom dia!!! Amanhã (sabado) estaremos mais uma vez juntos com o Esporte Interativo  nos comentários na https://t.co/QvE9lZJtKP
esportes	"Emocionei ""@Esp_Interativo: Olha o que o Nino Guerreiro, autor do gol do título, falou!  #CuiabáCampeãoNoEI http://t.co/ot8tSke3Wa"""
esportes	Não nasci p jogar Basquete, basquete é sm contato ,sem corpo ...eu gosto de esporte violento !
esportes	Nós acreditamos e fomos campeão. Cuiabá Esporte Clube campeão da @sigacopaverde 2015.  Copa Sul https://t.co/6lL4jU72go
esportes	O que será que faz o Goiás Esporte Clube ficar de fora de uma #CopaVerde ? Arrogância?
esportes	RT @CuiabaEC: O CUIABA ESPORTE CLUBE está  na final de uma competição nacional, vamos apoiar o time da nossa https://t.co/Ikfc2SGh3O
esportes	Torcedores ameaçam atletas do #Grêmio com faixas http://t.co/iLzGiUHn0l http://t.co/5dFEe08uPC
esportes	Penultimo treino antes da estréia na séria A @ Centro De Treinamento Do Joinville Esporte Clube https://t.co/oKuMEmerWS
esportes	Denkler agora em coletiva @ Centro De Treinamento Do Joinville Esporte Clube https://t.co/OxXrhfmSyg
esportes	Saudade daquele Corinthians de ANTES DO TITE CONTAR AS TÁTICAS DELE NO GLOBO ESPORTE
esportes	Tripodi agora na coletiva no CT do Morro do Meio @ Centro De Treinamento Do Joinville Esporte Clube https://t.co/zlrRVCPUBU
esportes	@borgesspfc: Torcedor símbolo do São Paulo esbraveja ao ser barrado pela PM por pintura http://t.co/i5alMxeBd0  Sacanagem!
esportes	Bom dia!!!! A quinta-feira começou com a gravação da chamada do Esporte Fantástico! O programa de https://t.co/gE69CJDSDn
esportes	O CUIABA ESPORTE CLUBE está  na final de uma competição nacional, vamos apoiar o time da nossa https://t.co/Ikfc2SGh3O
esportes	"Grande jogador   RT""@NyTimesBrasil: Manchester United fecha acordo com PSV por holandês Depay (07/05/15-08h48):  http://t.co/7iq8bSlOIz"""
esportes	Há seis anos, a Corrida Ecológica Parque cumpre com a sua função de, através do esporte, chamar a https://t.co/CjoEW8XNDz
esportes	@_BrubsVieira kkkkkkkkkk coisas q só o futebol nos proporciona né... Esporte do caralho
esportes	Ministro do Esporte recebe informações sobre as obras do Centro Paraolímpico Brasileiro  O ministro https://t.co/uOwsI6VJA8
esportes	@Miltonneves Esse esporte que os dois estão jogando é muito diferente do que jogaram Barcelona x Bayern. Meu Deus!
esportes	O que Guarani x Corinthians estão jogando é um esporte diferente do que jogaram Barcelona x Bayern. Meu Deus!
esportes	Hj é overdose de esporte, uefa, nba, liberta e dps vt da copa do br
esportes	Treino  das 16:30 #emjj  #cbjj #familia #equipemineirinho  #goiania #nogi  #esporte #kvra https://t.co/zUdlf3XD7Q
esportes	"Se quiser levar tudo a ""ferro e fogo"", vai dar ruim... #OliveiraFilho #BoaTarde @ Ministerio do Esporte https://t.co/QWIZSGLZzD"
esportes	Garati agora pouco o apoio do amigo e Secretário do Turismo, Esporte e Lazer do Estado, Dep.Juvir https://t.co/ZnIqTxqFPG
esportes	Atacante Willian Henrique @ Centro De Treinamento Do Joinville Esporte Clube https://t.co/ONgy49XHgV
esportes	Donato na coletiva @ Centro De Treinamento Do Joinville Esporte Clube https://t.co/xgNHXfyEqV
esportes	"E reporter do Globo Esporte ainda vem com pergunta ""perdoa o dudu?"""
esportes	Ex-miss Brasil pede demissão de cargo na Secretaria de Turismo e Esporte http://t.co/BeCbEMs3n5
esportes	Ministro apresenta ações da pasta a parlamentares e prefeitos de Minas   O ministro do Esporte, https://t.co/wtzcuG6SgI
esportes	RT @Bryanvazz: Vamo Que Vamo Meu Inter Dale Colorado @ Esporte Clube Internacional https://t.co/R6uNErNYdy
esportes	Que jogo! Que time! Que torcida! Se o basquete não é o melhor esporte do mundo, não sei de mais nada! Muito amor envolvido! Rumo às semi!
esportes	@MauroCezarESPN não importa o recheio. Deixei a ESPN qdo ela vestiu uma camisa e fez uma agenda partidária e esqueceu do esporte.
esportes	Treino das 21:00 com muita chuva! #emjj  #cbjj #familia #equipemineirinho  #goiania #nogi  #esporte https://t.co/jD2EVNhGRb
esportes	Festa do Paulistão tem cutucada de Leifert em arbitragem http://t.co/WkEY43p8vt
esportes	Musas do esporte da Band AH NÃO PERA #pokolindas #netbrasileirao2015 @ Boteco Pedrini Zona Sul https://t.co/X2YwVdjyaD
esportes	Luta livre: O que aconteceu com os astros do telecatch? via @UOLEsporte @UOL http://t.co/SvSHlkXmzJ
esportes	Agora na Rádio Mix De Primeira recebe a @bandaonica #esporte #musicaboa #vemcomagente #vemcomsmigol @ https://t.co/HHYZ0uP1CR
esportes	Capixabas exaltam apoio do Ministério do Esporte ao Centro Olímpico da cidade  O ministro do https://t.co/1eVfWJUTVB
esportes	"São Paulo 2 x 1 Flamengo - 1ª rodada do Campeonato Brasileiro 2015 - ""Pra mim não interessa onde tu https://t.co/4IOt56KdUr"
esportes	Campeonato brasileiro é outro nível.... #Vasco ainda precisa de pelo menos 3 boas contratações, isso pra brigar pela sexta, quinta posição..
esportes	Flamengo não tem chances de brigar pela vaga na libertadores mas gente é o primeiro jogo do campeonato
esportes	@sarahwendy Sdds 2009 s2 Espero que o Flamengo encontre um segundo Petckovic ao longo do campeonato haha
esportes	Calma galera é só a primeira partida do Campeonato!! Essa derrota vai servir de alerta pro decorrer do Brasileiro!! #Flamengo #SRN #Mengão
esportes	Começou o campeonato pro Flamengo!! Vamos se ligar... Porra!!
esportes	Af pelo menis Corinthians ganhou na estreia do campeonato Brasileiro, espero que entre com raça na quarta feira tmb
esportes	Chapecoense é o campeão do campeonato Brasileiro! Anota aí!
esportes	A última vez que o flamengo estreou campeonato Brasileiro perdendo, foi campeão #queserepita
esportes	Atlético PR em 2015: - Ficou entre os 4 piores do campeonato PR - Foi eliminado pelo TUPI da Copa do Brasil
esportes	RT @kelviiin93: Começamos o Campeonato Brasileiro com um empate hoje! Trabalhar mais para conseguirmos a vitória no https://t.co/eR2GOGaGdw
esportes	Iniciando mais um campeonato ! #SPFC (@ Estádio Cícero Pompeu de Toledo (Morumbi) - @saopaulofc in São Paulo, SP) https://t.co/3EDazWgVgf
esportes	Hoje começa o Campeonato Brasileiro para o único Tri-Hexa, vai São Paulo #tricolor #spfc #sp https://t.co/z98aqZyFnd
esportes	São Paulo X Flamengo pelo Campeonato Brasileiro #VaiPraCimaDelesMengão (@ Estádio Cícero Pompeu de Toledo (Morumbi)) https://t.co/hF2mWSr9m9
esportes	Grêmio 3 x 3 Ponte Preta pela primeira rodada  do Campeonato Brasileiro 2015
esportes	É me vou ao campeonato Inglês né! Bora Liverpool!!!
esportes	Para alguns comentaristas o Grêmio é favorito ao título do campeonato Brasileiro, empatou com a Ponte Preta em casa. Tudo certo.
esportes	@FoxSports_br  Chelsea manda no campeonato inglês #InglesNoFOXSports
